Id,MSSubClass,LotArea,Alley,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,GrLivArea,BsmtFullBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageFinish,GarageCars,GarageArea,PoolQC,MiscFeature,MoSold,YrSold
426,60,3378,Grvl,OldTown,7,8,1946,1992,0,651,651,1389,0,3,1,6,2,Unf,1,240,NA,NA,9,2009
427,80,12800,NA,SawyerW,7,5,1989,1989,1518,0,1518,1644,1,2,1,5,1,Fin,2,569,NA,NA,8,2009
428,20,8593,NA,NAmes,4,6,1957,1957,288,619,907,907,0,3,1,5,0,Unf,1,352,NA,NA,7,2008
429,20,6762,NA,CollgCr,7,5,2007,2007,664,544,1208,1208,1,2,1,6,0,RFn,2,628,NA,NA,9,2007
430,20,11457,NA,Timber,6,5,1988,1988,1005,387,1392,1412,1,3,1,6,1,Unf,2,576,NA,NA,3,2009
431,160,1680,NA,BrDale,6,5,1971,1971,387,96,483,987,0,2,1,4,0,Unf,1,264,NA,NA,7,2008
432,50,5586,NA,OldTown,6,7,1920,1998,0,901,901,1198,0,4,1,7,0,NA,0,0,NA,NA,9,2008
433,160,1920,NA,BrDale,5,5,1971,1971,471,294,765,1365,1,2,1,6,0,Unf,2,440,NA,NA,8,2007
434,60,10839,NA,Gilbert,6,5,1997,1998,0,926,926,1604,0,3,1,7,1,Fin,2,470,NA,NA,7,2008
435,180,1890,NA,MeadowV,4,7,1972,1972,495,135,630,630,1,1,1,3,0,NA,0,0,NA,NA,6,2008
436,60,10667,NA,CollgCr,7,6,1996,1996,385,70,799,1661,1,3,1,6,1,RFn,2,550,NA,NA,4,2009
437,50,4400,NA,OldTown,6,8,1920,1950,0,648,648,1118,0,2,1,6,0,Unf,2,440,NA,NA,10,2006
438,45,6000,NA,BrkSide,6,7,1926,2004,0,884,884,904,0,2,1,4,0,Unf,1,180,NA,NA,1,2009
439,30,4280,NA,Crawfor,5,6,1913,2002,365,75,440,694,0,2,1,4,1,Unf,1,352,NA,NA,3,2007
440,50,12354,Grvl,Edwards,6,8,1920,2000,0,684,684,1196,0,3,1,7,0,Unf,2,528,NA,Shed,8,2009
441,20,15431,NA,NridgHt,10,5,2008,2008,1767,788,3094,2402,1,2,1,10,2,Fin,3,672,NA,NA,4,2009
442,90,12108,NA,Edwards,4,4,1955,1955,133,1307,1440,1440,0,4,2,8,0,NA,0,0,NA,NA,9,2008
443,50,6240,NA,BrkSide,5,7,1930,1992,0,1078,1078,1573,0,3,1,8,1,Unf,2,360,NA,NA,6,2008
444,120,3922,NA,Blmngtn,7,5,2006,2007,0,1258,1258,1258,0,2,1,6,1,Fin,3,648,NA,NA,6,2007
445,60,8750,NA,CollgCr,7,5,1994,1995,642,273,915,1908,1,4,1,8,1,Unf,2,493,NA,NA,7,2008
446,20,9855,NA,Edwards,6,5,1956,1956,0,1436,1436,1689,0,3,1,7,1,Unf,2,480,NA,NA,11,2009
447,20,16492,NA,NAmes,6,6,1966,2002,247,557,1517,1888,0,2,1,6,1,Fin,2,578,NA,NA,6,2010
448,60,11214,NA,Gilbert,7,5,1998,1999,0,930,930,1886,0,4,1,10,1,Fin,2,431,NA,NA,7,2006
449,50,8600,NA,IDOTRR,6,6,1937,1950,0,780,780,1376,0,3,1,7,1,Unf,1,198,NA,NA,6,2006
450,50,6000,NA,OldTown,3,7,1948,2002,331,318,649,1183,0,2,1,6,0,Unf,1,308,NA,NA,6,2007
451,30,5684,NA,OldTown,6,8,1930,2005,0,813,813,813,0,2,1,5,0,Unf,1,270,NA,NA,6,2006
452,20,70761,NA,ClearCr,7,5,1975,1975,655,878,1533,1533,1,2,1,5,2,Unf,2,576,NA,NA,12,2006
453,60,9303,NA,Timber,6,5,1996,1997,742,130,872,1756,1,3,1,7,0,Fin,2,422,NA,NA,7,2007
454,60,9000,NA,Somerst,8,5,2008,2008,0,768,768,1590,0,3,1,6,0,RFn,2,676,NA,NA,6,2009
455,90,9297,NA,Mitchel,5,5,1976,1976,1606,122,1728,1728,2,4,2,8,0,Unf,2,560,NA,NA,7,2006
456,20,9600,NA,NWAmes,7,6,1973,1973,916,326,1242,1242,0,3,1,6,1,Unf,2,528,NA,NA,9,2007
457,70,4571,Grvl,OldTown,5,5,1916,1950,0,624,624,1344,0,4,1,7,0,Unf,3,513,NA,NA,5,2008
458,20,53227,NA,ClearCr,4,6,1954,1994,1116,248,1364,1663,1,2,1,6,2,Fin,2,529,NA,NA,3,2008
459,70,5100,Grvl,OldTown,8,7,1925,1996,0,588,588,1666,0,3,1,7,1,Unf,1,228,NA,NA,6,2008
460,50,7015,NA,BrkSide,5,4,1950,1950,185,524,709,1203,1,3,1,5,1,Unf,1,352,NA,NA,7,2009
461,60,8004,NA,Somerst,8,5,2009,2009,544,288,832,1935,1,3,1,8,0,Fin,2,552,NA,NA,12,2009
462,70,7200,NA,SWISU,7,9,1936,2007,350,0,560,1135,1,3,1,6,0,RFn,2,576,NA,NA,4,2009
463,20,8281,NA,Sawyer,5,5,1965,1965,553,0,864,864,0,3,1,5,1,Unf,1,360,NA,NA,12,2009
464,70,11988,NA,Crawfor,6,7,1934,1995,326,389,715,1660,0,3,1,6,1,Unf,1,240,NA,NA,8,2008
465,20,8430,NA,CollgCr,5,5,1978,1978,616,424,1040,1040,0,3,1,5,0,NA,0,0,NA,NA,8,2009
466,120,3072,NA,Blmngtn,7,5,2004,2004,0,1375,1375,1414,0,2,1,6,1,Fin,2,398,NA,NA,5,2006
467,20,10628,NA,NAmes,7,5,1970,1970,778,499,1277,1277,1,2,1,5,1,Unf,2,526,NA,NA,4,2007
468,70,9480,NA,NAmes,5,7,1942,1995,386,342,728,1644,0,3,1,7,2,Unf,1,312,NA,NA,6,2007
469,20,11428,NA,NridgHt,8,5,2006,2006,0,1626,1626,1634,0,3,1,7,1,RFn,3,866,NA,NA,5,2007
470,60,9291,NA,SawyerW,6,5,1993,1993,426,406,832,1710,0,3,1,7,0,RFn,2,506,NA,NA,6,2008
471,120,6820,NA,StoneBr,8,5,1985,1985,368,0,1488,1502,1,1,1,4,0,RFn,2,528,NA,NA,6,2010
472,60,11952,NA,NWAmes,7,6,1977,1977,0,808,808,1969,0,3,1,8,1,RFn,2,534,NA,NA,11,2007
473,180,3675,NA,Edwards,6,5,2005,2005,459,88,547,1072,1,2,1,5,0,RFn,2,525,NA,NA,6,2008
474,20,14977,NA,NridgHt,8,5,2006,2007,1350,626,1976,1976,1,2,1,7,1,RFn,3,908,NA,NA,7,2007
475,120,5330,NA,StoneBr,8,5,2000,2000,1196,298,1494,1652,1,2,1,6,0,RFn,2,499,NA,NA,8,2007
476,20,8480,NA,Sawyer,5,6,1963,1963,630,340,970,970,1,2,1,5,0,Unf,2,624,NA,NA,7,2007
477,20,13125,NA,CollgCr,6,5,1997,1998,994,484,1478,1493,1,3,1,7,1,Fin,2,508,NA,NA,4,2008
478,60,13693,NA,NridgHt,9,5,2006,2006,0,2153,2153,2643,0,3,1,9,1,Fin,3,694,NA,NA,3,2007
479,20,10637,NA,CollgCr,8,5,2007,2008,1288,417,1705,1718,1,3,1,7,1,RFn,3,826,NA,NA,9,2009
480,30,5925,NA,OldTown,4,7,1937,2000,168,739,907,1131,0,2,1,7,0,Unf,2,672,NA,NA,3,2007
481,20,16033,NA,NridgHt,9,5,2004,2005,1261,572,1833,1850,1,3,1,8,1,Fin,3,772,NA,NA,3,2006
482,20,11846,NA,NridgHt,9,5,2003,2004,1567,225,1792,1792,1,2,1,6,1,Fin,3,874,NA,NA,8,2006
483,70,2500,Pave,OldTown,7,8,1915,2005,299,611,910,1826,1,4,1,7,1,Unf,1,164,NA,NA,6,2009
484,120,4500,NA,Mitchel,6,5,1998,1998,897,319,1216,1216,1,2,1,5,0,Unf,2,402,NA,NA,5,2006
485,20,7758,NA,Sawyer,5,7,1962,2001,588,411,999,999,1,3,1,6,0,Unf,1,264,NA,NA,3,2007
486,20,9600,NA,NAmes,5,7,1950,2007,607,506,1113,1113,0,3,1,5,1,Unf,1,264,NA,NA,7,2009
487,20,10289,NA,NAmes,5,7,1965,1965,836,237,1073,1073,1,3,1,6,0,RFn,2,515,NA,NA,6,2007
488,20,12243,NA,NWAmes,5,6,1971,1971,998,486,1484,1484,0,3,1,7,1,Unf,2,487,NA,NA,2,2007
489,190,10800,NA,OldTown,5,4,1900,1970,664,290,954,2414,0,3,2,10,1,Unf,2,520,NA,NA,5,2006
490,180,1526,NA,MeadowV,4,8,1970,2002,515,115,630,630,1,1,1,3,0,Unf,1,286,NA,NA,5,2009
491,160,2665,NA,MeadowV,5,6,1976,1976,0,264,264,1304,0,3,1,4,1,Fin,1,336,NA,NA,6,2008
492,50,9490,NA,NAmes,6,7,1941,1950,403,238,806,1578,1,3,1,5,2,Unf,1,240,NA,NA,8,2006
493,60,15578,NA,Gilbert,6,5,2006,2006,0,728,728,1456,0,3,1,8,0,RFn,2,429,NA,NA,5,2006
494,20,7931,NA,NAmes,5,6,1960,1960,374,363,1269,1269,0,3,1,6,1,Unf,1,308,NA,NA,6,2008
495,30,5784,NA,OldTown,5,8,1938,1996,0,190,190,886,0,2,1,4,0,Unf,1,273,NA,NA,12,2009
496,30,7879,NA,IDOTRR,4,5,1920,1950,495,225,720,720,0,2,1,4,0,NA,0,0,NA,NA,11,2009
497,20,12692,NA,NoRidge,8,5,1992,1993,1231,1969,3200,3228,1,4,1,10,1,RFn,2,546,NA,NA,5,2007
498,50,9120,Pave,BrkSide,7,6,1925,1950,329,697,1026,1820,1,4,1,8,0,Unf,1,240,NA,NA,6,2008
499,20,7800,NA,Sawyer,5,7,1967,2004,450,414,864,899,0,3,1,5,0,Fin,1,288,NA,NA,6,2009
500,20,7535,NA,NAmes,5,7,1958,1985,111,522,912,912,0,2,1,5,0,Fin,1,297,NA,Shed,6,2007
501,160,1890,NA,BrDale,6,5,1973,1973,356,316,672,1218,0,3,1,7,0,Unf,1,264,NA,NA,5,2007
502,60,9803,NA,Somerst,7,5,2005,2005,400,466,866,1768,0,3,1,7,0,RFn,2,603,NA,NA,2,2008
503,20,9170,NA,Edwards,5,7,1965,1965,698,420,1214,1214,1,2,1,6,0,Unf,2,461,NA,Shed,4,2007
504,20,15602,NA,Crawfor,7,8,1959,1997,1247,254,1501,1801,1,1,1,6,2,Fin,2,484,NA,NA,3,2010
505,160,2308,NA,NPkVill,6,5,1974,1974,257,103,855,1322,0,3,1,6,1,Unf,2,440,NA,NA,6,2009
506,90,7596,Grvl,OldTown,5,5,1952,1952,0,960,960,1960,0,4,2,10,0,Unf,2,400,NA,NA,7,2009
507,60,9554,NA,SawyerW,8,5,1993,1994,380,397,777,1911,0,3,1,8,1,RFn,2,471,NA,NA,9,2006
508,20,7862,NA,Somerst,6,5,2009,2009,27,1191,1218,1218,0,2,1,4,0,Fin,2,676,NA,NA,9,2009
509,70,9600,NA,OldTown,7,9,1928,2005,141,548,689,1378,0,3,1,7,1,Unf,2,360,NA,NA,10,2008
510,20,9600,NA,NAmes,5,6,1959,1959,991,50,1041,1041,1,3,1,6,0,RFn,1,270,NA,NA,7,2009
511,20,14559,NA,NAmes,5,7,1951,2000,650,178,1008,1363,1,2,1,6,2,Unf,1,288,NA,Shed,6,2009
512,120,6792,NA,NridgHt,7,5,2005,2006,0,1368,1368,1368,0,2,1,6,1,RFn,2,474,NA,NA,3,2006
513,20,9100,NA,NAmes,5,5,1958,1958,521,169,864,864,1,3,1,5,0,Unf,2,624,NA,NA,7,2006
514,20,9187,NA,Mitchel,6,5,1983,1983,336,748,1084,1080,0,3,1,5,0,Unf,2,484,NA,NA,6,2007
515,45,10594,NA,Crawfor,5,5,1926,1950,0,768,768,789,0,2,1,5,0,Unf,1,200,NA,NA,6,2007
516,20,12220,NA,NridgHt,10,5,2009,2009,1436,570,2006,2020,1,3,1,9,1,Fin,3,900,NA,NA,9,2009
517,80,10448,NA,NWAmes,6,6,1972,1972,0,689,689,2119,0,3,1,7,1,RFn,2,583,NA,NA,8,2009
518,60,10208,NA,NoRidge,7,5,1996,1997,0,1264,1264,2344,0,3,1,7,1,RFn,3,889,NA,NA,7,2009
519,60,9531,NA,CollgCr,6,5,1998,1998,706,88,794,1796,1,3,1,7,0,RFn,2,546,NA,NA,5,2007
520,70,10918,NA,Crawfor,7,9,1926,2004,0,1276,1276,2080,0,3,1,9,2,Unf,1,282,NA,NA,6,2009
521,190,10800,Grvl,OldTown,4,7,1900,2000,0,0,0,1294,0,3,2,7,0,NA,0,0,NA,NA,8,2008
522,20,11988,NA,NAmes,6,6,1957,1957,777,467,1244,1244,0,3,1,6,2,Unf,1,336,NA,NA,5,2007
523,50,5000,NA,BrkSide,6,7,1947,1950,399,605,1004,1664,0,3,1,7,2,Unf,2,420,NA,NA,10,2006
524,60,40094,NA,Edwards,10,5,2007,2008,2260,878,3138,4676,1,3,1,11,1,Fin,3,884,NA,NA,10,2007
525,60,11787,NA,NoRidge,7,5,1996,1997,719,660,1379,2398,1,3,1,8,1,Fin,3,834,NA,NA,8,2007
526,20,7500,Pave,Somerst,7,5,2005,2005,0,1257,1257,1266,0,3,1,6,1,Unf,2,453,NA,NA,4,2006
527,20,13300,NA,NAmes,5,7,1956,2000,377,551,928,928,0,2,1,4,0,Unf,1,252,NA,NA,6,2007
528,60,14948,NA,NridgHt,9,5,2008,2008,1330,122,1452,2713,1,3,1,11,1,Fin,3,858,NA,NA,11,2008
529,30,9098,NA,Edwards,4,7,1920,2002,348,180,528,605,1,2,1,5,0,NA,0,0,NA,NA,7,2007
530,20,32668,NA,Crawfor,6,3,1957,1975,1219,816,2035,2515,1,4,2,9,2,RFn,2,484,NA,NA,3,2007
531,80,10200,NA,Timber,6,5,1988,1989,783,678,1461,1509,1,3,1,5,1,RFn,2,600,NA,NA,8,2008
532,70,6155,NA,BrkSide,6,8,1920,1999,0,611,611,1362,0,3,1,6,0,Fin,2,502,NA,NA,6,2008
533,20,7200,NA,NAmes,5,7,1955,2007,0,0,0,827,0,2,1,5,1,Unf,1,392,NA,NA,4,2010
534,20,5000,NA,BrkSide,1,3,1946,1950,0,0,0,334,0,1,1,2,0,NA,0,0,NA,NA,1,2007
535,60,9056,NA,Gilbert,8,5,2004,2004,0,707,707,1414,0,3,1,6,1,Fin,2,403,NA,NA,10,2006
536,190,7000,NA,Edwards,5,7,1910,1991,969,148,1117,1347,1,3,1,5,0,NA,0,0,NA,NA,1,2008
537,60,8924,NA,CollgCr,7,5,1998,1999,0,880,880,1724,0,3,1,8,0,Fin,2,527,NA,NA,7,2008
538,20,12735,NA,NAmes,4,5,1972,1972,600,264,864,864,0,3,1,5,0,Unf,2,576,NA,NA,4,2008
539,20,11553,NA,Sawyer,5,5,1968,1968,673,378,1051,1159,0,3,1,7,1,Unf,1,336,NA,NA,7,2006
540,20,11423,NA,CollgCr,8,5,2001,2002,1358,223,1581,1601,1,3,1,6,1,RFn,2,670,NA,Shed,5,2010
541,20,14601,NA,Timber,9,5,2006,2006,1260,578,1838,1838,1,2,1,8,1,Fin,3,765,NA,NA,3,2009
542,60,11000,NA,NoRidge,8,5,2000,2000,0,969,969,2285,0,4,1,8,1,Fin,3,648,NA,NA,6,2007
543,20,10140,NA,NWAmes,7,5,1998,1999,144,379,1650,1680,1,3,1,7,1,Fin,2,583,NA,NA,6,2009
544,120,4058,NA,NAmes,7,5,1998,1998,584,0,723,767,1,1,1,4,0,Fin,1,367,NA,NA,6,2007
545,60,17104,NA,Gilbert,7,5,2006,2006,554,100,654,1496,1,3,1,7,1,RFn,2,426,NA,NA,9,2006
546,50,13837,NA,NWAmes,7,5,1988,1988,1002,0,1204,2183,0,4,1,9,0,Unf,3,786,NA,NA,2,2006
547,50,8737,NA,BrkSide,6,7,1923,1950,300,765,1065,1635,0,3,1,6,1,Unf,2,440,NA,NA,5,2007
548,85,7244,NA,Mitchel,5,7,1970,1970,619,149,768,768,1,2,1,5,0,Unf,2,624,NA,NA,4,2007
549,20,8235,NA,OldTown,5,7,1955,1995,180,0,825,825,1,2,1,4,0,RFn,2,720,NA,NA,6,2008
550,60,9375,NA,Somerst,7,5,2003,2004,0,912,912,2094,0,4,1,8,1,Fin,2,615,NA,NA,11,2009
551,120,4043,NA,NPkVill,6,6,1977,1977,559,510,1069,1069,0,2,1,4,0,RFn,2,440,NA,NA,10,2008
552,20,6000,NA,OldTown,5,6,1957,1957,308,620,928,928,0,3,1,5,0,Fin,1,288,NA,NA,6,2008
553,20,11146,NA,NridgHt,8,5,2006,2006,0,1709,1709,1717,0,3,1,7,1,RFn,3,908,NA,NA,7,2009
554,20,8777,NA,Edwards,4,5,1949,2003,0,0,0,1126,0,2,1,5,0,Fin,2,520,NA,NA,5,2009
555,60,10625,NA,NridgHt,7,5,2003,2004,866,132,998,2046,1,3,1,8,1,RFn,3,871,NA,NA,8,2008
556,45,6380,NA,BrkSide,5,6,1922,1950,0,993,993,1048,0,2,1,5,1,Unf,1,280,NA,NA,8,2006
557,20,14850,NA,NAmes,5,5,1957,1957,895,197,1092,1092,1,2,1,6,1,Fin,1,299,NA,NA,5,2006
558,50,11040,NA,IDOTRR,4,6,1920,1950,637,0,637,1336,0,3,1,7,0,Unf,1,570,NA,NA,9,2006
559,60,21872,NA,Gilbert,7,5,1996,1997,604,125,729,1446,0,3,1,6,1,Unf,2,406,NA,NA,8,2008
560,120,3196,NA,Blmngtn,7,5,2003,2004,0,1374,1374,1557,0,2,1,7,1,Fin,2,420,NA,NA,10,2006
561,20,11341,NA,Sawyer,5,6,1957,1996,1302,90,1392,1392,1,3,1,5,1,Unf,2,528,NA,NA,5,2010
562,20,10010,NA,Mitchel,5,5,1974,1975,1071,195,1389,1389,1,2,1,6,1,RFn,2,418,NA,NA,4,2006
563,30,13907,NA,Edwards,5,6,1940,1969,290,706,996,996,1,3,1,6,1,NA,0,0,NA,NA,7,2008
564,50,21780,NA,Edwards,6,7,1918,1950,0,1163,1163,1674,0,4,1,8,1,Fin,2,396,NA,NA,7,2008
565,60,13346,NA,NoRidge,7,5,1992,2000,728,367,1095,2295,1,4,1,9,1,RFn,2,590,NA,NA,7,2006
566,70,6858,NA,SWISU,6,4,1915,1950,0,806,806,1647,1,4,1,6,0,Unf,1,216,NA,NA,5,2010
567,60,11198,NA,StoneBr,9,5,2005,2007,0,1122,1122,2504,0,4,1,11,1,Fin,3,656,NA,NA,6,2008
568,20,10171,NA,NridgHt,7,5,2004,2004,2,1515,1517,1535,0,3,1,7,0,RFn,2,532,NA,NA,3,2010
569,50,12327,NA,SawyerW,8,8,1983,2009,1441,55,1496,2132,1,1,1,5,1,Fin,2,612,NA,NA,9,2009
570,90,7032,NA,NAmes,5,5,1979,1979,943,0,943,943,1,2,1,4,2,Unf,2,600,NA,NA,12,2006
571,90,13101,NA,NAmes,5,5,1965,1965,231,1497,1728,1728,0,6,2,10,0,Unf,2,576,NA,NA,11,2008
572,20,7332,NA,NAmes,6,6,1959,1959,414,450,864,864,1,2,1,4,0,Unf,1,288,NA,NA,10,2006
573,60,13159,NA,Timber,7,5,2009,2009,0,846,846,1692,0,3,1,6,0,RFn,2,650,NA,NA,7,2009
574,80,9967,NA,Gilbert,7,5,2000,2000,0,384,384,1430,0,3,1,8,1,RFn,2,400,NA,NA,12,2007
575,80,10500,NA,NAmes,5,7,1971,2005,349,23,372,1109,0,3,1,5,0,Unf,1,288,NA,NA,12,2007
576,50,8480,NA,NAmes,5,5,1947,1950,442,390,832,1216,0,2,1,6,0,Unf,1,336,NA,NA,10,2008
577,50,6292,NA,SWISU,7,7,1928,1950,0,861,861,1477,0,3,1,6,1,Unf,1,216,NA,NA,8,2009
578,80,11777,NA,Sawyer,5,6,1966,1966,328,285,1164,1320,1,3,1,6,2,RFn,2,564,NA,NA,5,2006
579,160,3604,Pave,Somerst,7,5,2007,2007,0,689,689,1392,0,2,1,5,0,Unf,2,540,NA,NA,2,2008
580,50,12150,Grvl,OldTown,5,5,1954,1954,0,1050,1050,1795,0,4,1,7,0,Unf,1,352,NA,NA,11,2008
581,20,14585,NA,NAmes,6,6,1960,1987,594,331,1144,1429,0,3,1,7,2,Unf,2,572,NA,NA,6,2007
582,20,12704,NA,NridgHt,8,5,2008,2009,0,2042,2042,2042,0,3,1,8,1,RFn,3,1390,NA,NA,8,2009
583,90,11841,NA,Edwards,6,5,1990,1990,816,0,816,816,1,3,1,5,0,NA,0,0,NA,NA,5,2007
584,75,13500,NA,OldTown,10,9,1893,2000,0,1237,1237,2775,0,3,1,9,1,Unf,2,880,NA,NA,7,2008
585,50,6120,NA,BrkSide,4,7,1935,1995,0,884,884,1573,0,3,1,6,0,Unf,1,240,NA,NA,7,2009
586,20,11443,NA,Timber,8,5,2005,2006,1460,408,1868,2028,1,2,1,7,2,RFn,3,880,NA,NA,3,2006
587,30,10267,NA,BrkSide,6,7,1918,2000,210,0,816,838,1,2,1,5,0,Fin,1,275,NA,NA,5,2008
588,85,8740,NA,Sawyer,5,6,1982,1982,672,168,840,860,1,2,1,4,0,Unf,2,528,NA,NA,7,2009
589,20,25095,NA,ClearCr,5,8,1968,2003,1324,113,1437,1473,2,1,1,5,2,Unf,1,452,NA,NA,6,2009
590,40,9100,NA,BrkSide,5,6,1930,1960,0,742,742,935,0,2,1,4,0,Unf,1,308,NA,Shed,8,2008
591,60,8320,NA,CollgCr,7,5,2004,2004,490,280,770,1582,0,3,1,6,0,RFn,2,520,NA,NA,9,2008
592,60,13478,NA,NridgHt,10,5,2008,2008,1338,384,1722,2296,1,3,1,10,1,RFn,3,842,NA,NA,6,2009
593,20,6600,NA,Mitchel,5,8,1982,2003,816,0,816,816,1,2,1,4,0,Fin,2,816,NA,NA,6,2008
594,120,4435,NA,CollgCr,6,5,2003,2003,685,163,848,848,1,1,1,4,0,Fin,2,420,NA,NA,5,2009
595,20,7990,NA,CollgCr,5,6,1975,1975,0,924,924,924,0,3,1,5,0,Unf,1,280,NA,NA,4,2008
596,20,11302,NA,StoneBr,8,5,2005,2006,1422,392,1814,1826,1,3,1,7,1,Fin,3,758,NA,NA,8,2006
597,70,3600,Grvl,OldTown,6,7,1910,1993,0,684,684,1368,0,3,1,7,0,Unf,1,216,NA,NA,10,2006
598,120,3922,NA,Blmngtn,7,5,2006,2007,0,1258,1258,1402,0,2,1,7,1,Fin,3,648,NA,NA,2,2007
599,20,12984,NA,Crawfor,5,6,1977,1977,1283,0,1430,1647,1,3,1,7,1,Fin,2,621,NA,NA,3,2006
600,160,1950,NA,Blueste,6,6,1980,1980,81,23,716,1556,1,3,1,6,1,Fin,2,452,NA,NA,7,2008
601,60,10927,NA,NridgHt,8,5,2005,2005,546,512,1058,1904,1,3,1,8,1,Fin,2,736,NA,NA,6,2006
602,50,9000,NA,IDOTRR,6,6,1937,1950,0,780,780,1375,0,3,1,6,1,Unf,1,544,NA,NA,12,2007
603,60,10041,NA,SawyerW,8,5,1992,1992,789,119,908,1915,1,3,1,8,1,Fin,2,506,NA,NA,2,2006
604,160,3182,Pave,Somerst,7,5,2004,2005,0,600,600,1200,0,2,1,4,0,RFn,2,480,NA,NA,6,2010
605,20,12803,NA,CollgCr,7,5,2002,2002,922,572,1494,1494,1,3,1,6,1,RFn,2,530,NA,NA,9,2008
606,60,13600,NA,NAmes,7,6,1965,1990,454,314,768,1986,0,3,1,7,3,Unf,2,486,NA,NA,10,2009
607,20,12464,NA,CollgCr,5,5,1996,1996,732,308,1040,1040,1,3,1,6,0,Unf,2,576,NA,NA,11,2009
608,20,7800,NA,Edwards,5,8,1948,2002,603,293,896,2008,1,3,1,8,0,Unf,1,230,NA,NA,8,2006
609,70,12168,NA,Crawfor,8,6,1934,1998,428,537,965,3194,0,4,1,10,2,Unf,2,380,NA,NA,9,2007
610,20,7943,NA,Sawyer,4,5,1961,1961,903,126,1029,1029,1,3,1,5,0,Unf,1,261,NA,NA,4,2007
611,60,11050,NA,CollgCr,9,5,2000,2000,904,536,1440,2153,1,3,1,8,2,Fin,3,736,NA,NA,5,2009
612,80,10395,NA,NWAmes,6,6,1978,1978,605,427,1032,1032,0,3,1,6,1,Unf,2,564,NA,Shed,7,2007
613,60,11885,NA,CollgCr,8,5,2001,2001,990,309,1299,1872,1,3,1,7,1,RFn,2,531,NA,NA,11,2009
614,20,8402,NA,Mitchel,5,5,2007,2007,206,914,1120,1120,0,3,1,6,0,NA,0,0,NA,NA,12,2007
615,180,1491,NA,MeadowV,4,6,1972,1972,150,0,630,630,1,1,1,3,0,NA,0,0,NA,NA,5,2010
616,85,8800,NA,NAmes,6,7,1963,1963,763,173,936,1054,1,3,1,6,0,RFn,2,480,NA,NA,5,2010
617,60,7861,NA,Gilbert,6,5,2002,2003,457,326,783,1509,1,3,1,7,1,Fin,2,393,NA,NA,6,2006
618,45,7227,NA,NAmes,6,6,1954,1954,0,832,832,832,0,2,1,4,0,Unf,2,528,NA,NA,6,2008
619,20,11694,NA,NridgHt,9,5,2007,2007,48,1774,1822,1828,0,3,1,9,1,Unf,3,774,NA,NA,7,2007
620,60,12244,NA,Timber,8,5,2003,2003,871,611,1482,2262,1,4,1,10,2,Fin,3,749,NA,NA,8,2008
621,30,8248,Grvl,Edwards,3,3,1914,1950,41,823,864,864,1,2,1,5,0,NA,0,0,NA,NA,9,2008
622,60,10800,NA,NWAmes,6,7,1974,1997,956,384,1522,2614,0,4,1,9,1,RFn,2,624,NA,NA,6,2008
623,20,7064,NA,Sawyer,5,6,1977,1977,560,420,980,980,0,3,1,6,0,Unf,2,484,NA,NA,7,2009
624,160,2117,NA,Somerst,6,5,2000,2000,420,336,756,1512,0,2,1,4,1,Unf,2,440,NA,NA,6,2007
625,60,10400,NA,NWAmes,6,5,1972,1972,247,485,732,1790,1,4,1,8,1,RFn,2,484,NA,NA,11,2006
626,20,10000,NA,NAmes,6,6,1962,1962,0,1116,1116,1116,0,3,1,5,0,Unf,2,440,NA,NA,2,2010
627,20,12342,NA,NAmes,5,5,1960,1978,0,978,978,1422,0,3,1,6,1,RFn,1,286,NA,Shed,8,2007
628,80,9600,NA,NAmes,6,6,1955,1972,674,350,1156,1520,1,3,1,7,2,RFn,1,364,NA,NA,3,2010
629,60,11606,NA,NAmes,5,5,1969,1969,650,390,1040,2080,0,5,1,9,2,Unf,2,504,NA,NA,9,2007
630,80,9020,NA,NAmes,6,5,1964,1964,624,288,1248,1350,1,3,1,6,0,RFn,2,520,NA,NA,6,2008
631,70,9000,Grvl,OldTown,5,6,1880,1991,0,636,636,1750,0,3,1,8,0,Unf,1,240,NA,NA,6,2006
632,120,4590,NA,NridgHt,8,5,2006,2006,24,1530,1554,1554,0,2,1,6,1,RFn,2,627,NA,NA,8,2007
633,20,11900,NA,NWAmes,7,5,1977,1977,822,564,1386,1411,0,3,1,6,1,Fin,2,544,NA,NA,4,2009
634,20,9250,NA,NAmes,5,7,1954,2005,480,108,1056,1056,0,3,1,6,0,Unf,1,260,NA,NA,7,2007
635,90,6979,NA,OldTown,6,5,1980,1980,1056,0,1056,1056,2,0,2,4,0,Unf,2,576,NA,Shed,6,2010
636,190,10896,Pave,SWISU,6,7,1914,1995,256,1184,1440,3395,0,8,2,14,0,NA,0,0,NA,NA,3,2007
637,30,6120,NA,BrkSide,2,3,1936,1950,0,264,264,800,0,1,1,4,1,NA,0,0,NA,NA,1,2009
638,190,6000,NA,OldTown,5,4,1954,1954,0,811,811,1387,0,3,2,7,0,Unf,1,256,NA,NA,11,2009
639,30,8777,NA,Edwards,5,7,1910,1950,0,796,796,796,0,2,1,4,0,NA,0,0,NA,NA,5,2008
640,120,3982,NA,Blmngtn,8,5,2006,2006,1154,366,1520,1567,1,1,1,7,1,Fin,3,648,NA,NA,10,2006
